id,timestamp,from,to,value_ETH
39,4/23/18 3:09 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,3.04
40,4/24/18 3:32 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.81
41,4/27/18 6:38 AM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,1.000748329
42,4/27/18 3:05 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.93
43,4/29/18 1:36 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.92
44,5/1/18 2:51 AM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.743749283
45,5/2/18 4:19 AM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200813996
46,5/2/18 5:23 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.92
47,5/3/18 1:09 AM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200698878
48,5/3/18 11:38 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200246821
49,5/4/18 6:15 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.56
50,5/5/18 6:46 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200189077
51,5/5/18 7:08 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.44
52,5/6/18 5:40 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200566969
53,5/7/18 4:44 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.200382888
54,5/8/18 4:51 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.201182288
55,5/9/18 6:57 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,2.64
56,5/9/18 7:14 PM, 0xea674fdde714fd979de3edf0f56aa9716b898ec8, 0xe2fb4c44a99580e90ac9bf6443d6e2c3a059aa25,0.20105507
57,2/1/18 7:08 PM, 0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2,1.23411232
58,2/1/18 7:18 PM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0x1bdf56c9593590122fd8750555d8148da2b80be8,0.61
59,5/2/18 2:48 AM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0x18b8298687c4fb82d5987861371c7d19214183fa,0.1
60,5/2/18 2:18 PM, 0x18b8298687c4fb82d5987861371c7d19214183fa, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2,0.098
61,5/5/18 7:37 AM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0x358d12436080a01a16f711014610f8a4c2c2d233,0
62,5/9/18 6:58 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2,1.21835706
63,5/9/18 7:03 PM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
64,5/9/18 7:15 PM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0
65,5/9/18 7:17 PM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0
66,5/10/18 2:42 AM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.1
67,5/10/18 2:43 AM, 0x4099ac30def48054f88b2fcde2c5c8375b3029f2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.00041
68,4/30/18 6:11 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841,2.49
69,4/30/18 6:21 AM, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841, 0x7ae17a0f6f8f02b5b6e76b327db15f91306194e6,2.48979
70,5/2/18 5:23 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841,2.49
71,5/2/18 5:30 AM, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841, 0x7ae17a0f6f8f02b5b6e76b327db15f91306194e6,2.48979
72,5/4/18 9:40 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841,0.49
73,5/4/18 9:45 AM, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841, 0xb8cf411b956b3f9013c1d0ac8c909b086218207c,0.48979
74,5/9/18 7:01 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841,0.49
75,5/9/18 7:04 PM, 0x846bffe1bb480ef649d916ed4087f9b18d2b3841, 0x7ae17a0f6f8f02b5b6e76b327db15f91306194e6,0.48979
76,11/6/17 7:51 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,1.00099598
77,11/6/17 8:13 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.9997185
78,11/7/17 7:18 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50172438
79,11/7/17 7:43 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50044691
80,11/8/17 12:06 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.59915245
81,11/8/17 12:30 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.59787498
82,11/8/17 6:13 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.60383241
83,11/8/17 6:35 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.60255494
84,11/8/17 5:18 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.53381809
85,11/8/17 5:43 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53254062
86,11/9/17 2:54 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.56497003
87,11/9/17 3:00 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.56369255
88,11/10/17 1:06 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.49207979
89,11/10/17 1:21 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.49080232
90,11/10/17 7:39 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.56495674
91,11/10/17 7:57 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.56367927
92,11/11/17 12:44 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.44641254
93,11/12/17 6:55 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.52895626
94,11/12/17 7:27 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.97409133
95,11/12/17 3:26 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.52149552
96,11/12/17 3:36 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.52021805
97,11/13/17 9:03 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51223433
98,11/13/17 9:15 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.51095685
99,11/13/17 11:12 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51121614
100,11/13/17 11:16 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50993867
101,11/14/17 12:03 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.61624154
102,11/14/17 12:22 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.61496407
103,11/14/17 4:43 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50141486
104,11/14/17 4:53 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50013739
105,11/15/17 4:11 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50384339
106,11/15/17 4:17 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50256592
107,11/16/17 12:17 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51052141
108,11/16/17 12:50 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50924393
109,11/16/17 12:28 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50787686
110,11/16/17 1:00 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50659939
111,11/17/17 6:35 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.53169349
112,11/17/17 6:57 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53041602
113,11/17/17 4:12 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.49915064
114,11/17/17 4:30 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.49787317
115,11/18/17 11:22 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.55768709
116,11/18/17 11:31 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.52714121
117,11/18/17 11:40 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,1.08355083
118,11/19/17 2:52 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.55456401
119,11/19/17 3:34 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.55328653
120,11/19/17 8:26 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50741214
121,11/19/17 8:50 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50613467
122,11/20/17 3:36 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.513965
123,11/20/17 3:54 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.51268753
124,11/20/17 11:24 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50514151
125,11/20/17 11:55 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50386404
126,11/21/17 12:47 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50105909
127,11/21/17 1:22 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.49978162
128,11/21/17 5:08 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.49569893
129,11/21/17 6:22 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.49442145
130,11/22/17 12:28 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.5359037
131,11/22/17 12:47 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53462623
132,11/22/17 9:57 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.53250939
133,11/22/17 10:20 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53123192
134,11/22/17 9:29 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.49720147
135,11/22/17 9:53 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.495924
136,11/23/17 1:31 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.48736206
137,11/23/17 7:13 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51283371
138,11/23/17 7:35 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.9989183
139,11/24/17 12:49 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.53146384
140,11/24/17 1:28 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53018636
141,11/24/17 8:04 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.53130979
142,11/24/17 8:36 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.53003232
143,11/25/17 2:25 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.48930189
144,11/25/17 2:49 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.48802442
145,11/25/17 11:56 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.59984982
146,11/26/17 12:47 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.59857235
147,11/26/17 6:06 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.56767012
148,11/26/17 7:00 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.56639265
149,11/27/17 3:13 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.48830034
150,11/28/17 1:12 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50445933
151,11/28/17 1:35 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.99148219
152,11/28/17 3:02 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.5930588
153,11/28/17 3:15 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.59178133
154,11/29/17 10:09 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.52562141
155,11/29/17 11:48 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.52434394
156,11/29/17 5:19 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51364216
157,11/29/17 6:58 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.51236469
158,11/30/17 2:51 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.49659357
159,11/30/17 3:14 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.4953161
160,11/30/17 10:06 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51133715
161,11/30/17 10:41 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.51005967
162,12/2/17 2:17 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.51310881
163,12/2/17 2:31 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.51183134
164,12/3/17 8:03 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.56803113
165,12/3/17 8:15 AM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.56675366
166,12/3/17 5:40 PM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.50841554
167,12/3/17 6:18 PM, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6, 0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,0.50713807
168,12/4/17 10:22 AM, 0x32be343b94f860124dc4fee278fdcbd38c102d88, 0x591d50bf51fdade9afd8b97fc1c3171b6eeeadd6,0.5647672
